date,Red & White Cabbage,Romaine,Kale,Baby Spinach,Wholemeal Wrap,Spinach Wrap,Tortilla Wrap,Tomato Wrap,Cauliflower Rice,Quinoa,Pea Sprouts,Pomelo,Radish Pickles,Mixed Seeds,Sesame Seeds,Furikake,Crushed Peanuts,Cucumber Pickles,Lime Wedge,Jalapeno,Fresh Herbs,Grated Eggs,Tofu,Raisins,Mandarin Orange,Green Apple,Grapes,Croutons,Soba Noodles,Roasted Pumpkins,Potato,Black Beans,Chickpeas,Edamame,Broccoli,Sweet Corn,French Beans,Olives,Red Onions,Cherry Tomatoes,Capsicum,Cucumbers,Carrot,Beetroot,Sous-vide Chicken,Sous-vide Salmon,Super Protein Patty,Thai Asparagus,Toasted Almonds,Walnuts,Bacon Bits,Roasted Lemongrass Chicken,Tandoori Chicken,Roasted Chicken,Seared Tuna,Smoked Salmon,Grilled Halloumi Cheese,Feta,Parmesan,Cheddar,Soft Boiled Eggs,Whole Eggs,Veggie Patty,Falafel,Grilled Tofu,Avocado,Roasted Brussel Sprouts,Warm Baked Mushrooms,Arabian Spiced Vinaigrette,Indian Spiced Yoghurt,Japanese Miso,Korean Chilli Vinaigrette,Sesame Lime,Thai Turmeric,Wasabi Honey Soy,Balsamic Vinagrette,Basil Pesto,Cashew Mint,Classic Caesar,Honey Dijon,Lemon & Oil,Mixed Berries Vinaigrette,Olive Oil,Salt & Pepper,Smoked Pimento,Smoky Ranch,Tabbasco Sauce
2014-08-09,76,63,38,23,17,27,81,23,49,86,82,84,94,66,94,34,37,109,33,63,49,95,37,73,86,44,22,121,88,37,61,59,79,27,72,111,35,77,33,32,24,41,69,36,103,63,18,55,32,74,82,84,94,66,94,34,37,109,33,63,49,95,37,73,86,37,109,33,63,49,95,37,73,86,44,22,121,88,37,61,59,79,27,72,111,35,77
2014-08-10,81,64,50,35,19,26,69,35,60,95,83,63,109,60,93,21,43,99,58,58,38,98,25,78,103,60,26,95,86,43,67,42,74,26,74,82,28,91,44,24,23,36,62,37,101,66,28,78,31,65,83,63,109,60,93,21,43,99,58,58,38,98,25,78,103,43,99,58,58,38,98,25,78,103,60,26,95,86,43,67,42,74,26,74,82,28,91
2014-08-11,59,56,27,18,16,22,41,18,29,46,44,57,65,47,54,18,24,45,33,44,22,67,12,52,74,43,20,61,43,41,36,31,44,22,45,54,19,69,24,19,17,23,43,17,69,48,19,36,14,45,44,57,65,47,54,18,24,45,33,44,22,67,12,52,74,24,45,33,44,22,67,12,52,74,43,20,61,43,41,36,31,44,22,45,54,19,69
2014-08-12,72,57,36,27,19,20,51,27,48,58,68,66,77,51,81,24,38,73,43,47,27,65,27,72,75,42,37,87,58,40,45,35,57,20,78,57,26,75,36,23,23,29,60,34,91,58,19,49,23,56,68,66,77,51,81,24,38,73,43,47,27,65,27,72,75,38,73,43,47,27,65,27,72,75,42,37,87,58,40,45,35,57,20,78,57,26,75
2014-08-13,71,47,34,22,17,20,50,22,50,61,58,61,62,57,67,26,24,81,37,42,33,78,24,68,76,51,17,81,74,32,45,38,54,20,50,53,34,76,40,27,16,34,63,24,83,43,25,56,27,64,58,61,62,57,67,26,24,81,37,42,33,78,24,68,76,24,81,37,42,33,78,24,68,76,51,17,81,74,32,45,38,54,20,50,53,34,76
2014-08-14,65,47,39,31,17,23,60,31,46,78,76,74,79,55,103,22,37,83,32,46,50,65,30,59,75,50,24,90,72,42,43,33,70,23,65,79,22,71,33,26,24,34,50,18,67,54,22,52,30,60,76,74,79,55,103,22,37,83,32,46,50,65,30,59,75,37,83,32,46,50,65,30,59,75,50,24,90,72,42,43,33,70,23,65,79,22,71
2014-08-15,86,62,32,19,32,28,81,19,53,84,88,62,84,61,89,28,35,79,37,41,51,83,28,77,79,59,23,81,67,52,58,46,79,28,66,76,35,78,45,34,23,54,56,26,75,59,24,44,28,63,88,62,84,61,89,28,35,79,37,41,51,83,28,77,79,35,79,37,41,51,83,28,77,79,59,23,81,67,52,58,46,79,28,66,76,35,78
2014-08-16,74,52,34,23,23,32,63,23,48,81,79,94,99,67,96,32,42,86,49,42,43,80,35,76,91,50,26,104,79,46,79,50,88,32,79,82,38,80,45,37,22,38,51,34,95,65,38,54,28,84,79,94,99,67,96,32,42,86,49,42,43,80,35,76,91,42,86,49,42,43,80,35,76,91,50,26,104,79,46,79,50,88,32,79,82,38,80
2014-08-17,93,57,57,22,17,28,74,22,63,86,71,72,87,70,87,22,22,113,52,64,50,85,42,55,97,46,30,102,65,46,78,55,81,28,81,92,35,94,45,30,16,47,64,35,99,72,19,59,45,93,71,72,87,70,87,22,22,113,52,64,50,85,42,55,97,22,113,52,64,50,85,42,55,97,46,30,102,65,46,78,55,81,28,81,92,35,94
2014-08-18,63,53,24,12,12,28,42,12,42,55,47,61,67,53,59,20,34,67,44,52,25,60,26,52,65,47,15,74,63,27,44,39,55,28,52,55,23,62,37,18,23,35,39,21,59,44,16,43,23,43,47,61,67,53,59,20,34,67,44,52,25,60,26,52,65,34,67,44,52,25,60,26,52,65,47,15,74,63,27,44,39,55,28,52,55,23,62
2014-08-19,62,56,25,23,24,24,59,23,44,70,75,62,77,63,77,23,37,73,44,38,40,55,29,75,64,47,16,78,68,30,49,32,55,24,52,70,28,69,39,27,19,36,60,23,79,47,17,55,28,60,75,62,77,63,77,23,37,73,44,38,40,55,29,75,64,37,73,44,38,40,55,29,75,64,47,16,78,68,30,49,32,55,24,52,70,28,69
2014-08-20,76,51,30,27,13,26,50,27,52,79,61,55,77,45,65,31,39,62,37,45,32,59,31,62,74,34,16,81,59,43,48,45,73,26,59,53,31,74,43,32,13,31,53,29,71,61,26,51,23,47,61,55,77,45,65,31,39,62,37,45,32,59,31,62,74,39,62,37,45,32,59,31,62,74,34,16,81,59,43,48,45,73,26,59,53,31,74
2014-08-21,67,55,34,25,12,12,56,25,54,56,64,51,92,64,83,28,28,70,34,44,35,85,25,50,78,44,24,109,57,29,50,34,61,12,61,69,32,100,57,40,19,34,48,23,88,58,10,56,31,65,64,51,92,64,83,28,28,70,34,44,35,85,25,50,78,28,70,34,44,35,85,25,50,78,44,24,109,57,29,50,34,61,12,61,69,32,100
2014-08-22,84,63,39,15,19,20,72,15,45,73,75,74,86,56,93,25,37,115,46,40,42,86,34,63,82,40,22,110,64,47,56,47,67,20,81,82,27,81,40,28,24,49,64,22,89,43,23,48,24,54,75,74,86,56,93,25,37,115,46,40,42,86,34,63,82,37,115,46,40,42,86,34,63,82,40,22,110,64,47,56,47,67,20,81,82,27,81
2014-08-23,85,71,42,32,13,24,55,32,63,74,75,67,94,54,97,31,28,82,42,55,42,81,26,89,95,36,29,83,76,45,62,44,61,24,65,78,30,96,54,39,28,37,61,31,80,67,24,50,42,63,75,67,94,54,97,31,28,82,42,55,42,81,26,89,95,28,82,42,55,42,81,26,89,95,36,29,83,76,45,62,44,61,24,65,78,30,96
2014-08-24,84,75,40,26,17,27,69,26,58,92,76,69,89,72,91,22,40,95,40,62,30,94,40,73,94,53,30,89,83,36,59,44,81,27,73,99,41,87,55,37,19,31,64,34,105,63,25,63,31,77,76,69,89,72,91,22,40,95,40,62,30,94,40,73,94,40,95,40,62,30,94,40,73,94,53,30,89,83,36,59,44,81,27,73,99,41,87
2014-08-25,56,38,30,14,22,20,38,14,37,53,53,58,52,60,72,18,29,77,36,43,34,59,27,49,68,45,13,55,51,29,37,32,47,20,60,58,14,70,33,21,15,27,43,34,63,38,16,37,13,59,53,58,52,60,72,18,29,77,36,43,34,59,27,49,68,29,77,36,43,34,59,27,49,68,45,13,55,51,29,37,32,47,20,60,58,14,70
2014-08-26,70,56,22,18,17,28,56,18,46,58,59,62,72,50,85,25,39,79,27,41,42,67,32,55,74,36,24,79,60,46,54,45,55,28,57,61,43,72,43,25,22,31,51,32,56,52,22,38,16,66,59,62,72,50,85,25,39,79,27,41,42,67,32,55,74,39,79,27,41,42,67,32,55,74,36,24,79,60,46,54,45,55,28,57,61,43,72
2014-08-27,63,70,22,15,5,22,52,15,44,69,62,56,70,56,72,13,27,77,45,41,47,72,30,64,65,43,19,87,79,29,49,48,59,22,67,55,29,91,44,27,20,40,44,28,74,38,15,47,19,67,62,56,70,56,72,13,27,77,45,41,47,72,30,64,65,27,77,45,41,47,72,30,64,65,43,19,87,79,29,49,48,59,22,67,55,29,91
2014-08-28,64,53,40,22,24,35,49,22,52,54,60,64,79,46,87,32,41,73,38,33,44,65,24,72,72,29,24,84,65,31,59,57,72,35,66,65,27,68,43,20,21,30,58,39,71,47,17,46,36,54,60,64,79,46,87,32,41,73,38,33,44,65,24,72,72,41,73,38,33,44,65,24,72,72,29,24,84,65,31,59,57,72,35,66,65,27,68
2014-08-29,76,67,33,22,29,20,60,22,49,97,77,78,63,71,92,35,41,81,37,66,45,86,29,66,88,51,24,90,74,50,40,45,71,20,69,79,32,100,44,22,25,35,53,32,71,44,24,56,39,69,77,78,63,71,92,35,41,81,37,66,45,86,29,66,88,41,81,37,66,45,86,29,66,88,51,24,90,74,50,40,45,71,20,69,79,32,100
2014-08-30,81,58,39,20,27,27,75,20,47,94,82,80,103,64,102,28,37,84,42,50,48,96,25,64,102,50,29,102,62,43,65,43,89,27,80,87,44,89,39,34,24,33,60,27,89,56,27,58,29,71,82,80,103,64,102,28,37,84,42,50,48,96,25,64,102,37,84,42,50,48,96,25,64,102,50,29,102,62,43,65,43,89,27,80,87,44,89
2014-08-31,75,71,37,28,30,28,69,28,61,108,91,95,90,73,109,35,36,89,58,54,36,96,26,76,95,72,20,96,80,40,65,38,81,28,76,82,31,94,55,36,32,48,64,33,93,79,29,66,39,80,91,95,90,73,109,35,36,89,58,54,36,96,26,76,95,36,89,58,54,36,96,26,76,95,72,20,96,80,40,65,38,81,28,76,82,31,94
2014-09-01,51,43,25,16,8,26,38,16,40,67,52,45,56,31,74,21,20,61,24,31,27,60,15,46,59,34,15,53,58,19,44,30,56,26,49,58,12,44,30,20,14,26,33,19,58,40,17,46,27,40,52,45,56,31,74,21,20,61,24,31,27,60,15,46,59,20,61,24,31,27,60,15,46,59,34,15,53,58,19,44,30,56,26,49,58,12,44
2014-09-02,72,49,21,14,12,20,46,14,53,66,59,57,66,60,76,22,31,78,32,30,40,66,32,54,66,44,22,73,49,33,48,37,58,20,69,60,21,66,48,25,19,30,29,21,67,51,30,42,28,63,59,57,66,60,76,22,31,78,32,30,40,66,32,54,66,31,78,32,30,40,66,32,54,66,44,22,73,49,33,48,37,58,20,69,60,21,66
2014-09-03,59,46,34,15,22,18,45,15,49,70,69,70,69,60,92,22,38,62,40,39,43,55,27,61,62,40,26,89,70,45,50,39,55,18,38,66,20,76,31,18,18,32,43,24,63,57,26,46,17,59,69,70,69,60,92,22,38,62,40,39,43,55,27,61,62,38,62,40,39,43,55,27,61,62,40,26,89,70,45,50,39,55,18,38,66,20,76
2014-09-04,53,45,21,24,18,27,66,24,50,58,56,69,82,56,85,19,29,72,41,30,38,72,18,62,66,42,26,81,62,37,70,33,54,27,58,72,32,71,47,35,21,29,48,28,71,59,23,46,26,73,56,69,82,56,85,19,29,72,41,30,38,72,18,62,66,29,72,41,30,38,72,18,62,66,42,26,81,62,37,70,33,54,27,58,72,32,71
2014-09-05,84,57,44,26,21,18,68,26,44,74,55,60,86,55,91,28,32,70,31,41,41,70,25,56,83,40,21,88,76,34,60,41,70,18,66,77,33,65,36,29,16,43,42,41,74,51,25,53,27,60,55,60,86,55,91,28,32,70,31,41,41,70,25,56,83,32,70,31,41,41,70,25,56,83,40,21,88,76,34,60,41,70,18,66,77,33,65
2014-09-06,77,59,34,25,18,35,72,25,53,69,77,54,95,50,87,30,35,95,42,66,25,80,28,68,95,39,24,72,72,37,49,43,90,35,61,77,25,85,33,31,22,34,39,23,83,57,15,49,33,69,77,54,95,50,87,30,35,95,42,66,25,80,28,68,95,35,95,42,66,25,80,28,68,95,39,24,72,72,37,49,43,90,35,61,77,25,85
2014-09-07,95,63,34,29,14,33,73,29,55,91,84,93,89,68,73,16,42,100,52,48,42,96,35,72,83,59,23,98,62,43,52,49,71,33,72,74,23,99,46,36,22,34,55,26,97,74,22,48,38,65,84,93,89,68,73,16,42,100,52,48,42,96,35,72,83,42,100,52,48,42,96,35,72,83,59,23,98,62,43,52,49,71,33,72,74,23,99
2014-09-08,63,49,24,15,14,18,44,15,42,47,49,49,58,46,58,16,15,74,31,43,26,57,29,50,46,33,16,54,53,37,34,30,52,18,48,52,29,56,34,25,22,31,32,25,64,43,12,38,30,54,49,49,58,46,58,16,15,74,31,43,26,57,29,50,46,15,74,31,43,26,57,29,50,46,33,16,54,53,37,34,30,52,18,48,52,29,56
2014-09-09,73,41,27,16,13,25,37,16,38,54,55,74,68,58,76,16,27,61,41,43,41,57,24,63,85,40,20,68,50,32,51,21,57,25,67,63,30,65,36,21,9,29,36,31,79,44,21,39,24,52,55,74,68,58,76,16,27,61,41,43,41,57,24,63,85,27,61,41,43,41,57,24,63,85,40,20,68,50,32,51,21,57,25,67,63,30,65
2014-09-10,56,46,29,23,9,25,53,23,49,51,48,54,90,55,74,17,43,71,35,44,34,71,36,55,69,41,21,74,62,27,49,43,55,25,59,70,32,71,47,28,18,17,30,22,55,44,24,46,25,55,48,54,90,55,74,17,43,71,35,44,34,71,36,55,69,43,71,35,44,34,71,36,55,69,41,21,74,62,27,49,43,55,25,59,70,32,71
2014-09-11,69,56,25,25,16,23,60,25,56,65,56,60,97,58,90,24,39,74,32,45,26,59,23,59,85,34,13,74,67,44,53,29,51,23,67,64,22,78,43,31,20,27,61,23,78,49,21,32,33,63,56,60,97,58,90,24,39,74,32,45,26,59,23,59,85,39,74,32,45,26,59,23,59,85,34,13,74,67,44,53,29,51,23,67,64,22,78
2014-09-12,79,42,44,16,24,27,59,16,52,63,63,59,74,49,112,18,31,75,41,40,56,80,22,67,91,51,23,94,43,36,64,40,74,27,58,66,28,80,41,26,20,44,47,35,67,52,26,45,35,67,63,59,74,49,112,18,31,75,41,40,56,80,22,67,91,31,75,41,40,56,80,22,67,91,51,23,94,43,36,64,40,74,27,58,66,28,80
2014-09-13,77,57,39,30,19,28,55,30,46,77,71,71,88,66,81,30,33,97,52,43,46,68,40,73,79,49,19,94,90,42,55,36,74,28,61,93,33,85,42,29,25,36,51,25,98,45,20,47,25,69,71,71,88,66,81,30,33,97,52,43,46,68,40,73,79,33,97,52,43,46,68,40,73,79,49,19,94,90,42,55,36,74,28,61,93,33,85
2014-09-14,95,61,52,24,10,37,66,24,50,97,65,66,88,48,89,23,35,90,48,49,37,83,32,68,105,60,27,110,72,51,77,41,67,37,66,80,37,84,44,36,27,37,66,39,93,68,23,52,30,85,65,66,88,48,89,23,35,90,48,49,37,83,32,68,105,35,90,48,49,37,83,32,68,105,60,27,110,72,51,77,41,67,37,66,80,37,84
2014-09-15,58,32,29,24,14,21,32,24,43,49,52,51,65,46,66,17,24,60,26,27,19,61,14,60,54,34,14,63,49,39,41,38,40,21,53,61,8,62,26,22,17,43,38,18,54,37,21,48,30,48,52,51,65,46,66,17,24,60,26,27,19,61,14,60,54,24,60,26,27,19,61,14,60,54,34,14,63,49,39,41,38,40,21,53,61,8,62
2014-09-16,62,51,32,18,12,28,51,18,43,68,67,55,62,62,79,26,23,58,40,38,36,88,22,51,51,38,10,86,48,19,60,35,61,28,50,69,19,69,34,18,16,33,35,32,78,56,17,58,28,51,67,55,62,62,79,26,23,58,40,38,36,88,22,51,51,23,58,40,38,36,88,22,51,51,38,10,86,48,19,60,35,61,28,50,69,19,69
2014-09-17,65,54,29,16,19,22,51,16,48,65,56,64,75,55,69,27,34,69,40,37,35,84,21,61,68,49,18,81,50,38,47,38,60,22,65,63,26,74,18,19,20,35,41,23,76,58,23,51,27,62,56,64,75,55,69,27,34,69,40,37,35,84,21,61,68,34,69,40,37,35,84,21,61,68,49,18,81,50,38,47,38,60,22,65,63,26,74
2014-09-18,75,46,38,18,13,29,54,18,49,71,68,65,84,49,79,23,38,85,39,42,34,62,22,56,58,51,18,74,66,36,36,39,63,29,53,62,29,78,36,23,15,35,47,14,83,65,15,49,26,55,68,65,84,49,79,23,38,85,39,42,34,62,22,56,58,38,85,39,42,34,62,22,56,58,51,18,74,66,36,36,39,63,29,53,62,29,78
2014-09-19,84,71,34,18,17,28,58,18,52,74,81,65,65,57,66,21,38,81,41,50,44,82,35,64,84,39,25,93,74,40,49,54,64,28,73,53,26,73,41,31,20,28,50,45,70,52,16,51,30,59,81,65,65,57,66,21,38,81,41,50,44,82,35,64,84,38,81,41,50,44,82,35,64,84,39,25,93,74,40,49,54,64,28,73,53,26,73
2014-09-20,80,58,40,20,18,25,54,20,48,76,68,70,91,62,80,35,36,80,40,48,33,69,29,81,81,47,19,88,76,49,73,47,64,25,80,85,46,71,50,30,22,51,39,37,77,54,25,48,24,63,68,70,91,62,80,35,36,80,40,48,33,69,29,81,81,36,80,40,48,33,69,29,81,81,47,19,88,76,49,73,47,64,25,80,85,46,71
2014-09-21,78,50,41,26,21,25,73,26,53,92,85,64,77,62,96,23,34,98,42,67,56,107,36,66,85,55,26,109,82,51,77,48,88,25,69,68,28,75,59,22,24,65,59,24,92,67,17,58,24,72,85,64,77,62,96,23,34,98,42,67,56,107,36,66,85,34,98,42,67,56,107,36,66,85,55,26,109,82,51,77,48,88,25,69,68,28,75
2014-09-22,50,40,32,11,15,16,39,11,35,69,61,45,51,36,69,10,22,54,26,27,33,63,24,33,52,35,20,69,52,33,42,35,56,16,48,60,18,60,28,21,11,31,33,20,59,41,16,36,22,42,61,45,51,36,69,10,22,54,26,27,33,63,24,33,52,22,54,26,27,33,63,24,33,52,35,20,69,52,33,42,35,56,16,48,60,18,60
2014-09-23,61,35,22,17,11,11,54,17,40,74,65,53,75,72,86,31,33,64,29,49,30,60,32,61,77,46,19,81,63,34,40,44,57,11,50,68,29,62,45,24,16,35,43,25,66,50,20,40,32,59,65,53,75,72,86,31,33,64,29,49,30,60,32,61,77,33,64,29,49,30,60,32,61,77,46,19,81,63,34,40,44,57,11,50,68,29,62
2014-09-24,69,54,34,24,13,23,45,24,51,58,60,45,67,59,87,21,28,69,32,48,31,80,32,52,72,36,20,73,66,21,43,43,58,23,61,55,29,64,42,23,26,37,51,22,71,45,12,42,31,62,60,45,67,59,87,21,28,69,32,48,31,80,32,52,72,28,69,32,48,31,80,32,52,72,36,20,73,66,21,43,43,58,23,61,55,29,64
2014-09-25,65,58,25,18,23,22,52,18,42,75,64,48,60,57,78,25,26,64,32,46,29,91,22,68,77,32,18,75,71,34,48,43,49,22,59,62,24,71,45,30,23,29,52,22,68,50,16,37,29,63,64,48,60,57,78,25,26,64,32,46,29,91,22,68,77,26,64,32,46,29,91,22,68,77,32,18,75,71,34,48,43,49,22,59,62,24,71
2014-09-26,61,63,22,18,12,29,58,18,49,55,68,63,94,69,93,29,26,82,36,36,32,70,28,58,75,39,29,85,71,45,52,53,64,29,52,85,24,80,40,27,14,47,48,23,86,58,22,52,26,58,68,63,94,69,93,29,26,82,36,36,32,70,28,58,75,26,82,36,36,32,70,28,58,75,39,29,85,71,45,52,53,64,29,52,85,24,80
2014-09-27,86,64,39,15,12,26,45,15,41,55,80,67,88,59,91,30,38,86,43,55,53,96,33,70,75,65,26,85,83,48,59,37,62,26,71,79,25,80,51,30,17,35,46,31,102,61,22,57,37,74,80,67,88,59,91,30,38,86,43,55,53,96,33,70,75,38,86,43,55,53,96,33,70,75,65,26,85,83,48,59,37,62,26,71,79,25,80
2014-09-28,88,51,43,28,24,40,55,28,61,89,76,81,96,51,86,36,27,89,46,54,40,97,25,75,96,51,37,101,67,48,78,54,73,40,74,86,29,78,51,23,27,28,55,28,76,65,21,63,35,73,76,81,96,51,86,36,27,89,46,54,40,97,25,75,96,27,89,46,54,40,97,25,75,96,51,37,101,67,48,78,54,73,40,74,86,29,78
2014-09-29,77,51,26,19,16,12,41,19,38,56,50,39,59,46,59,27,31,65,21,33,18,52,17,42,63,27,24,61,52,32,46,31,46,12,34,58,22,61,33,25,11,22,38,12,52,45,18,45,29,34,50,39,59,46,59,27,31,65,21,33,18,52,17,42,63,31,65,21,33,18,52,17,42,63,27,24,61,52,32,46,31,46,12,34,58,22,61
2014-09-30,66,47,32,17,15,24,48,17,36,72,67,55,91,45,75,14,29,69,35,29,29,65,15,63,72,33,18,85,52,27,50,38,84,24,56,73,27,69,34,28,18,39,51,23,58,51,14,39,34,48,67,55,91,45,75,14,29,69,35,29,29,65,15,63,72,29,69,35,29,29,65,15,63,72,33,18,85,52,27,50,38,84,24,56,73,27,69
2014-10-01,53,37,26,16,14,17,46,16,43,64,48,61,75,54,74,22,17,69,36,40,31,64,18,49,72,31,25,73,59,32,41,30,49,17,52,53,27,64,42,29,18,25,40,23,67,45,18,31,28,46,48,61,75,54,74,22,17,69,36,40,31,64,18,49,72,17,69,36,40,31,64,18,49,72,31,25,73,59,32,41,30,49,17,52,53,27,64
2014-10-02,60,46,31,12,14,19,54,12,42,55,78,60,71,42,80,17,44,59,35,44,38,55,24,51,78,38,20,83,65,30,64,40,49,19,46,66,25,55,46,27,13,30,51,32,77,52,23,34,27,62,78,60,71,42,80,17,44,59,35,44,38,55,24,51,78,44,59,35,44,38,55,24,51,78,38,20,83,65,30,64,40,49,19,46,66,25,55
2014-10-03,60,55,34,12,18,20,41,12,29,64,46,66,74,51,79,27,31,88,38,41,40,71,35,56,78,40,26,68,53,33,62,41,66,20,66,65,36,58,41,31,25,39,35,30,79,51,13,57,19,66,46,66,74,51,79,27,31,88,38,41,40,71,35,56,78,31,88,38,41,40,71,35,56,78,40,26,68,53,33,62,41,66,20,66,65,36,58
2014-10-04,88,59,37,22,16,36,67,22,43,71,68,58,85,54,72,37,23,67,32,38,42,80,27,59,78,41,20,76,84,48,66,37,74,36,53,90,23,70,37,38,24,22,48,36,87,44,19,49,27,58,68,58,85,54,72,37,23,67,32,38,42,80,27,59,78,23,67,32,38,42,80,27,59,78,41,20,76,84,48,66,37,74,36,53,90,23,70
2014-10-05,88,70,39,20,22,20,61,20,53,60,72,66,94,63,86,36,35,89,30,38,45,86,37,76,86,45,23,73,76,54,65,38,64,20,71,75,19,88,50,34,20,30,33,30,94,49,15,46,35,66,72,66,94,63,86,36,35,89,30,38,45,86,37,76,86,35,89,30,38,45,86,37,76,86,45,23,73,76,54,65,38,64,20,71,75,19,88
2014-10-06,53,40,28,16,15,14,42,16,33,49,35,36,51,49,57,16,20,62,28,26,29,51,22,51,57,44,10,57,53,28,39,32,41,14,59,52,20,47,34,21,20,22,33,14,48,38,17,33,18,44,35,36,51,49,57,16,20,62,28,26,29,51,22,51,57,20,62,28,26,29,51,22,51,57,44,10,57,53,28,39,32,41,14,59,52,20,47
2014-10-07,50,45,33,13,16,16,48,13,41,47,58,36,65,47,53,18,24,56,23,38,28,67,12,60,70,38,13,65,47,31,47,36,58,16,46,60,25,72,37,28,19,27,35,23,70,48,20,41,28,52,58,36,65,47,53,18,24,56,23,38,28,67,12,60,70,24,56,23,38,28,67,12,60,70,38,13,65,47,31,47,36,58,16,46,60,25,72
2014-10-08,64,45,25,22,11,17,39,22,44,49,43,45,70,41,68,26,26,64,33,38,30,56,24,57,62,29,18,74,55,23,57,32,49,17,68,60,18,65,46,18,14,34,42,28,57,61,14,46,27,43,43,45,70,41,68,26,26,64,33,38,30,56,24,57,62,26,64,33,38,30,56,24,57,62,29,18,74,55,23,57,32,49,17,68,60,18,65
2014-10-09,61,43,28,17,19,18,42,17,43,56,65,73,77,48,62,20,30,76,35,45,34,75,23,60,66,37,18,77,43,26,54,41,54,18,50,67,33,76,50,20,29,28,31,26,69,53,12,52,26,64,65,73,77,48,62,20,30,76,35,45,34,75,23,60,66,30,76,35,45,34,75,23,60,66,37,18,77,43,26,54,41,54,18,50,67,33,76
2014-10-10,68,51,33,13,11,13,50,13,52,52,69,71,80,46,71,24,36,87,29,44,28,63,23,69,63,48,20,76,62,34,56,33,55,13,81,73,24,75,29,28,18,31,51,22,65,49,23,54,31,50,69,71,80,46,71,24,36,87,29,44,28,63,23,69,63,36,87,29,44,28,63,23,69,63,48,20,76,62,34,56,33,55,13,81,73,24,75
2014-10-11,82,61,36,18,17,32,66,18,49,81,80,74,96,58,79,25,26,98,33,49,32,75,33,54,101,43,14,81,79,41,63,45,65,32,68,69,41,73,48,29,15,37,41,28,78,60,20,48,28,60,80,74,96,58,79,25,26,98,33,49,32,75,33,54,101,26,98,33,49,32,75,33,54,101,43,14,81,79,41,63,45,65,32,68,69,41,73
2014-10-12,76,52,54,26,18,27,59,26,50,88,71,74,82,52,92,23,35,74,48,44,60,98,28,71,78,45,19,83,91,31,51,47,80,27,53,90,27,82,56,29,33,46,52,30,87,60,15,53,20,64,71,74,82,52,92,23,35,74,48,44,60,98,28,71,78,35,74,48,44,60,98,28,71,78,45,19,83,91,31,51,47,80,27,53,90,27,82
2014-10-13,43,34,33,14,12,21,30,14,28,50,55,36,66,32,38,16,26,51,26,34,24,48,12,50,45,40,10,60,42,18,37,22,54,21,45,54,19,65,32,20,20,20,37,22,62,44,16,29,23,47,55,36,66,32,38,16,26,51,26,34,24,48,12,50,45,26,51,26,34,24,48,12,50,45,40,10,60,42,18,37,22,54,21,45,54,19,65
2014-10-14,54,43,20,19,14,21,40,19,48,62,44,51,62,44,69,24,21,67,25,35,38,66,35,41,59,33,18,72,52,27,48,31,54,21,48,59,11,59,31,20,23,32,48,30,50,52,14,44,32,43,44,51,62,44,69,24,21,67,25,35,38,66,35,41,59,21,67,25,35,38,66,35,41,59,33,18,72,52,27,48,31,54,21,48,59,11,59
2014-10-15,67,35,20,23,14,20,36,23,36,65,58,61,67,40,61,28,18,56,29,37,53,79,26,53,64,36,20,61,65,32,46,38,66,20,42,63,23,74,33,27,15,31,45,7,69,55,21,36,18,51,58,61,67,40,61,28,18,56,29,37,53,79,26,53,64,18,56,29,37,53,79,26,53,64,36,20,61,65,32,46,38,66,20,42,63,23,74
2014-10-16,53,44,34,17,19,21,46,17,39,59,49,56,60,43,72,20,26,72,29,49,48,72,24,50,78,35,17,78,70,33,49,37,52,21,53,53,29,66,33,22,25,34,38,31,74,50,28,45,26,58,49,56,60,43,72,20,26,72,29,49,48,72,24,50,78,26,72,29,49,48,72,24,50,78,35,17,78,70,33,49,37,52,21,53,53,29,66
2014-10-17,76,43,35,12,10,26,46,12,45,64,66,63,92,60,75,31,32,74,33,48,31,65,25,58,57,32,19,98,52,31,51,46,54,26,61,60,27,63,41,31,23,36,53,20,70,60,15,45,20,55,66,63,92,60,75,31,32,74,33,48,31,65,25,58,57,32,74,33,48,31,65,25,58,57,32,19,98,52,31,51,46,54,26,61,60,27,63
2014-10-18,77,46,38,25,14,21,54,25,54,77,62,69,68,65,100,26,25,71,47,45,35,72,34,67,71,48,25,90,68,37,50,48,79,21,59,71,27,90,37,36,18,33,62,22,83,54,25,50,30,40,62,69,68,65,100,26,25,71,47,45,35,72,34,67,71,25,71,47,45,35,72,34,67,71,48,25,90,68,37,50,48,79,21,59,71,27,90
2014-10-19,86,49,25,26,20,31,52,26,47,60,76,63,107,55,86,25,29,82,59,55,43,89,33,75,85,46,27,92,80,40,65,48,87,31,70,70,32,78,36,37,27,28,49,29,83,63,16,67,31,74,76,63,107,55,86,25,29,82,59,55,43,89,33,75,85,29,82,59,55,43,89,33,75,85,46,27,92,80,40,65,48,87,31,70,70,32,78
2014-10-20,54,42,21,21,18,13,39,21,40,39,52,57,60,51,61,15,23,70,28,29,22,42,16,44,57,37,15,52,44,38,49,29,34,13,43,59,25,40,21,23,11,30,31,21,58,37,14,31,14,47,52,57,60,51,61,15,23,70,28,29,22,42,16,44,57,23,70,28,29,22,42,16,44,57,37,15,52,44,38,49,29,34,13,43,59,25,40
